name,age,net_worth_million_usd,industry,industries,country,self_made,gender
Mathias Doepfner,63.0,2770.51,Media & Entertainment,Media & Entertainment,Germany,False,M
Herb Chambers,84.0,2764.34,Automotive,Automotive,United States,True,M
Christian Latouche & family,85.0,2764.25,Finance & Investments,Finance & Investments,France,True,M
Manohar Lal Agarwal,71.0,2763.4,Food & Beverage,Food & Beverage,India,False,M
Zheng Jianjiang & family,65.0,2762.96,Manufacturing,Manufacturing,China,True,M
Chi Yufeng,55.0,2762.5,Technology,Technology,China,False,M
Masaaki Arai,60.0,2760.23,Real Estate,Real Estate,Japan,True,M
Bernard Lewis & family,100.0,2759.59,Fashion & Retail,Fashion & Retail,United Kingdom,True,M
William Boyd & family,94.0,2757.18,Gambling & Casinos,Gambling & Casinos,United States,True,M
Bernard Saul II & family,94.0,2756.95,Finance & Investments,Finance & Investments,United States,False,M
Alexis Lê-Quôc,51.0,2756.74,Technology,Technology,United States,True,M
Ranjan Pai,53.0,2755.68,Healthcare,Healthcare,India,False,M
Jayme Garfinkel & family,80.0,2753.8,Finance & Investments,Finance & Investments,Brazil,False,M
Leonard Schleifer,73.0,2751.33,Healthcare,Healthcare,United States,True,M
Peter Gassner,61.0,2750.88,Technology,Technology,United States,True,M
Joseph Edelman,70.0,2748.6,Finance & Investments,Finance & Investments,United States,True,M
Richard LeFrak & family,80.0,2748.25,Real Estate,Real Estate,United States,False,M
Stein Erik Hagen,69.0,2747.72,Fashion & Retail,Fashion & Retail,Norway,True,M
Lirio Parisotto,72.0,2747.44,Finance & Investments,Finance & Investments,Brazil,True,M
Nandan Nilekani,70.0,2745.53,Technology,Technology,India,True,M
Huang Xiaofen & family,64.0,2743.18,Technology,Technology,China,True,F
Anand Deshpande,63.0,2735.89,Technology,Technology,India,True,M
Chen Hua & family,60.0,2732.93,Real Estate,Real Estate,China,True,M
T.S. Kalyanaraman,78.0,2726.55,Fashion & Retail,Fashion & Retail,India,True,M
Zhu Xingming,59.0,2725.39,Manufacturing,Manufacturing,China,True,M
Atul Ruia,55.0,2725.06,Real Estate,Real Estate,India,False,M
Joe Lonsdale,43.0,2724.55,Technology,Technology,United States,True,M
Zadik Bino & family,82.0,2723.79,Diversified,Diversified,Israel,True,M
Jay Hennick,69.0,2723.4,Finance & Investments,Finance & Investments,Canada,True,M
Chen Zhiping,50.0,2720.03,Manufacturing,Manufacturing,China,True,M
Farhad Moshiri,70.0,2716.54,Diversified,Diversified,United Kingdom,True,M
Zeng Chaoyi,57.0,2716.32,Manufacturing,Manufacturing,China,True,M
Gabriele Gebauer,85.0,2715.59,Manufacturing,Manufacturing,Germany,False,F
Richard Sands,75.0,2715.5,Food & Beverage,Food & Beverage,United States,False,M
Yoon Dae-in,76.0,2715.49,Healthcare,Healthcare,South Korea,False,M
Zhuo Jun,60.0,2707.59,Manufacturing,Manufacturing,Hong Kong,False,F
Richard Hayne & family,78.0,2707.44,Fashion & Retail,Fashion & Retail,United States,True,M
Lam Kong,61.0,2705.71,Healthcare,Healthcare,China,True,M
Selçuk Bayraktar,46.0,2703.0,Technology,Technology,Turkey,False,M
She Yingjie,68.0,2700.19,Manufacturing,Manufacturing,Hong Kong,True,M
Bidzina Ivanishvili & family,70.0,2700.0,Finance & Investments,Finance & Investments,Georgia,True,M
V. Prem Watsa,75.0,2699.06,Finance & Investments,Finance & Investments,Canada,True,M
Jeff Sutton,66.0,2689.89,Real Estate,Real Estate,United States,True,M
Ipek Kirac,41.0,2688.61,Diversified,Diversified,Turkey,False,F
Eugene Murtagh,83.0,2688.06,Manufacturing,Manufacturing,Ireland,True,M
Michael Hintze,72.0,2685.87,Finance & Investments,Finance & Investments,Australia,True,M
Mortimer Zuckerman,88.0,2684.91,Real Estate,Real Estate,United States,True,M
Pham Thu Huong,56.0,2677.57,Diversified,Diversified,Vietnam,True,F
Wee Ee Cheong,73.0,2670.03,Finance & Investments,Finance & Investments,Singapore,False,M
Toto Wolff,54.0,2659.15,Sports,Sports,Austria,True,M
Alexandra Daitch,63.0,2657.71,Food & Beverage,Food & Beverage,United States,False,F
Lucy Stitzer,66.0,2657.71,Food & Beverage,Food & Beverage,United States,False,F
Sarah MacMillan,72.0,2657.71,Food & Beverage,Food & Beverage,United States,False,F
Anthony Langley,71.0,2653.66,Diversified,Diversified,United Kingdom,True,M
Leng Youbin,57.0,2653.35,Food & Beverage,Food & Beverage,China,True,M
Louise Lindh,46.0,2652.73,Diversified,Diversified,Sweden,False,F
Stephan Crétier,62.0,2648.19,Service,Service,Canada,True,M
Reid Hoffman,58.0,2646.98,Technology,Technology,United States,True,M
Qi Jinxing,64.0,2643.08,Real Estate,Real Estate,China,True,M
Jorge Perez,76.0,2641.73,Real Estate,Real Estate,United States,True,M
Sam Goi,79.0,2641.41,Food & Beverage,Food & Beverage,Singapore,True,M
Hans-Werner Hector,86.0,2636.13,Technology,Technology,Germany,True,M
Andrey Andreev,52.0,2636.1,Technology,Technology,United Kingdom,True,M
Anna Angelicoussis & family,70.0,2635.0,Logistics,Logistics,Greece,True,F
Timm Oberwelland,56.0,2632.58,Food & Beverage,Food & Beverage,Germany,False,M
Mark Leonard & family,69.0,2630.83,Technology,Technology,Canada,True,M
Henry Swieca,68.0,2630.8,Finance & Investments,Finance & Investments,United States,True,M
Martin Knauf,45.0,2630.29,Manufacturing,Manufacturing,Germany,False,M
Bernard Ecclestone & family,95.0,2630.0,Sports,Sports,United Kingdom,True,M
Bertil Hult,85.0,2627.4,Service,Service,Sweden,True,M
Eugene Wu,80.0,2626.52,Finance & Investments,Finance & Investments,Taiwan,False,M
Jack Cowin,83.0,2624.13,Food & Beverage,Food & Beverage,Australia,True,M
Alex Beard,58.0,2621.57,Metals & Mining,Metals & Mining,United Kingdom,True,M
Ramesh Juneja,70.0,2619.84,Healthcare,Healthcare,India,True,M
Tang Yiu,92.0,2618.84,Fashion & Retail,Fashion & Retail,Hong Kong,True,M
Jimmy John Liautaud,62.0,2618.0,Food & Beverage,Food & Beverage,United States,True,M
Jin Baofang,73.0,2617.67,Energy,Energy,China,True,M
David Hoffmann,73.0,2617.55,Diversified,Diversified,United States,True,M
Xue Hua,,2617.44,Manufacturing,Manufacturing,China,True,M
George Joseph,104.0,2616.36,Finance & Investments,Finance & Investments,United States,True,M
Anthony Hall,70.0,2607.92,Technology,Technology,Australia,True,M
Hong Feng,49.0,2603.57,Technology,Technology,China,True,M
Li Wanqiang,48.0,2600.82,Technology,Technology,China,True,M
Daniel Rocher,72.0,2599.78,Fashion & Retail,Fashion & Retail,France,False,M
Bris Rocher,47.0,2599.77,Fashion & Retail,Fashion & Retail,France,False,M
Xie Liangzhi & family,60.0,2596.21,Healthcare,Healthcare,China,True,M
J. Hyatt Brown,88.0,2595.66,Finance & Investments,Finance & Investments,United States,False,M
Huijiao Yu,60.0,2593.91,Logistics,Logistics,China,True,M
Alessandra Garavoglia,66.0,2592.21,Food & Beverage,Food & Beverage,Italy,False,F
William Foley II,81.0,2590.89,Finance & Investments,Finance & Investments,United States,True,M
Cameron Winklevoss,44.0,2588.48,Finance & Investments,Finance & Investments,United States,True,M
Tyler Winklevoss,44.0,2588.48,Finance & Investments,Finance & Investments,United States,True,M
Douglas Hsu,83.0,2587.48,Diversified,Diversified,Taiwan,False,M
Stephan Schmidheiny,78.0,2585.0,Finance & Investments,Finance & Investments,Switzerland,False,M
Hal Jackman,93.0,2584.08,Finance & Investments,Finance & Investments,Canada,True,M
Rajeev Juneja,60.0,2582.27,Healthcare,Healthcare,India,True,M
William Young,85.0,2582.0,Manufacturing,Manufacturing,United States,True,M
Zhang Xinghai & family,63.0,2581.63,Manufacturing,Manufacturing,China,True,M
Bruce Karsh,70.0,2580.0,Finance & Investments,Finance & Investments,United States,True,M
Maren Otto,84.0,2578.68,Diversified,Diversified,Germany,False,F
Sandeep Engineer,64.0,2578.56,Manufacturing,Manufacturing,India,True,M
Ana Lucia de Mattos Barretto Villela,52.0,2578.2,Finance & Investments,Finance & Investments,Brazil,False,F
Andreas Pohl,61.0,2573.03,Finance & Investments,Finance & Investments,Germany,False,M
Stefan Olsson,77.0,2573.02,Diversified,Diversified,Sweden,False,M
Mustafa Rahmi Koc,95.0,2571.14,Diversified,Diversified,Turkey,False,M
Emad Al Muhaidib,69.0,2568.02,Diversified,Diversified,Saudi Arabia,False,M
David Booth,80.0,2566.99,Finance & Investments,Finance & Investments,United States,True,M
Olivier Pomel,49.0,2565.66,Technology,Technology,France,True,M
Kalanithi Maran,60.0,2564.59,Media & Entertainment,Media & Entertainment,India,True,M
Robert G. Miller,80.0,2562.56,Technology,Technology,Canada,True,M
Liang Xinjun,57.0,2562.17,Finance & Investments,Finance & Investments,Singapore,True,M
Sam Chong,83.0,2560.5,Metals & Mining,Metals & Mining,Australia,True,M
Kathy Britton,56.0,2556.86,Real Estate,Real Estate,United States,False,F
Fernando Roig,78.0,2554.54,Fashion & Retail,Fashion & Retail,Spain,False,M
Roy Carroll II,63.0,2552.94,Real Estate,Real Estate,United States,True,M
Alain Taravella,78.0,2551.34,Real Estate,Real Estate,France,True,M
Han Tao,65.0,2551.05,Manufacturing,Manufacturing,China,True,M
Alexander Svetakov,58.0,2550.88,Finance & Investments,Finance & Investments,Russia,True,M
D. Leopoldo Del Pino,63.0,2550.79,Construction & Engineering,Construction & Engineering,Spain,False,M
David Golub,64.0,2547.0,Finance & Investments,Finance & Investments,United States,True,M
Sam Hupert,71.0,2544.09,Technology,Technology,Australia,True,M
Barbara Banke & family,72.0,2543.0,Food & Beverage,Food & Beverage,United States,True,F
Dmitry Mazepin,58.0,2529.0,Manufacturing,Manufacturing,Russia,True,M
Jennifer Pritzker,75.0,2526.65,Finance & Investments,Finance & Investments,United States,False,F
Tom Ford,64.0,2522.74,Fashion & Retail,Fashion & Retail,United States,True,M
Roger Wang,77.0,2522.6,Fashion & Retail,Fashion & Retail,United States,True,M
Park Soon-jae,71.0,2522.21,Healthcare,Healthcare,South Korea,True,M
Dwight Schar,84.0,2521.5,Construction & Engineering,Construction & Engineering,United States,True,M
Chin Jong Hwa,67.0,2520.82,Automotive,Automotive,Taiwan,True,M
Mario Germano Giuliani,54.0,2520.55,Healthcare,Healthcare,Switzerland,False,M
Anthony Wood,60.0,2518.01,Technology,Technology,United States,True,M
Alexander Frolov,61.0,2517.79,Metals & Mining,Metals & Mining,Russia,True,M
Gurbachan Singh Dhingra,76.0,2515.89,Manufacturing,Manufacturing,India,True,M
Kuldip Singh Dhingra,78.0,2515.89,Manufacturing,Manufacturing,India,True,M
Zhang Yuqiang,70.0,2515.73,Manufacturing,Manufacturing,China,True,M
Mehmet Sinan & Family Tara,67.0,2515.35,Construction & Engineering,Construction & Engineering,Turkey,False,M
Richard Chang,79.0,2514.62,Manufacturing,Manufacturing,Hong Kong,True,M
Liu Fangyi,,2513.13,Healthcare,Healthcare,China,True,M
Luis Enrique Yarur Rey,75.0,2512.72,Finance & Investments,Finance & Investments,Chile,False,M
John Elkann,50.0,2512.27,Finance & Investments,Finance & Investments,Italy,False,M
Katharina Otto-Bernstein,62.0,2508.71,Real Estate,Real Estate,Germany,False,F
Zhu Gongshan & family,68.0,2507.33,Manufacturing,Manufacturing,China,True,M
Sun Shoukuan,76.0,2507.05,Manufacturing,Manufacturing,China,True,M
Hussain Binghatti Aljbori,69.0,2506.94,Real Estate,Real Estate,United Arab Emirates,True,M
Fan Daidi,60.0,2501.27,Fashion & Retail,Fashion & Retail,China,True,F
Katharina Andresen,30.0,2500.81,Diversified,Diversified,Norway,False,F
Frank Slootman,67.0,2500.68,Technology,Technology,United States,True,M
Bret Taylor,45.0,2500.0,Technology,Technology,United States,True,M
Clay Bavor,43.0,2500.0,Technology,Technology,United States,True,M
Henry Davis,75.0,2499.0,Food & Beverage,Food & Beverage,United States,False,M
Mi Enhua,68.0,2497.32,Fashion & Retail,Fashion & Retail,China,True,M
Or Wai Sheun,74.0,2493.75,Real Estate,Real Estate,Hong Kong,True,M
Oei Hong Leong,78.0,2492.72,Finance & Investments,Finance & Investments,Singapore,False,M
Wu Yiling,76.0,2489.37,Healthcare,Healthcare,China,True,M
Igor Rotenberg,52.0,2486.47,Diversified,Diversified,Russia,True,M
Devi Shetty,73.0,2485.55,Healthcare,Healthcare,India,True,M
Marianna Latsis & family,73.0,2482.34,Diversified,Diversified,Greece,False,F
Michael Polsky,77.0,2479.0,Energy,Energy,United States,True,M
Wesley Edens,64.0,2478.45,Finance & Investments,Finance & Investments,United States,True,M
Cai Jianyong,55.0,2474.08,Metals & Mining,Metals & Mining,China,True,M
Chen Tei-fu,78.0,2472.0,Fashion & Retail,Fashion & Retail,Taiwan,True,M
Yvonne Bauer,49.0,2470.9,Media & Entertainment,Media & Entertainment,Germany,False,F
Kenneth Feld & family,77.0,2470.37,Media & Entertainment,Media & Entertainment,United States,False,M
Henry Sy Jr,72.0,2469.2,Diversified,Diversified,Philippines,False,M
Walter P.J. Droege,73.0,2464.78,Finance & Investments,Finance & Investments,Germany,True,M
Arne Alexander Wilhelmsen,61.0,2461.71,Diversified,Diversified,Norway,False,M
Bent Wilhelmsen,66.0,2461.71,Diversified,Diversified,Norway,False,M
Peter Preben Wilhelmsen,64.0,2461.71,Diversified,Diversified,Norway,False,M
Jim Crane,72.0,2458.59,Sports,Sports,United States,True,M
Charles Bronfman,94.0,2458.5,Food & Beverage,Food & Beverage,Canada,False,M
Zhang Fan,60.0,2458.22,Technology,Technology,China,True,M
Pierre van der Mersch & family,91.0,2457.74,Finance & Investments,Finance & Investments,Belgium,True,M
Zeng Chaolin,43.0,2457.31,Metals & Mining,Metals & Mining,China,False,M
Alexandra Andresen,29.0,2457.23,Diversified,Diversified,Norway,False,F
Wang Kunxiao,56.0,2457.05,Manufacturing,Manufacturing,China,True,M
Sergei Gordeev,53.0,2455.41,Real Estate,Real Estate,Russia,True,M
Jian Yao,,2454.73,Healthcare,Healthcare,China,False,F
Egon Durban,52.0,2454.0,Finance & Investments,Finance & Investments,United States,True,M
Greg Mondre,51.0,2454.0,Finance & Investments,Finance & Investments,United States,True,M
Kenneth Hao,57.0,2454.0,Finance & Investments,Finance & Investments,United States,True,M
Alec Gores,73.0,2453.11,Finance & Investments,Finance & Investments,United States,True,M
Mike Repole,57.0,2451.64,Food & Beverage,Food & Beverage,United States,True,M
Ren Jinsheng & family,63.0,2451.06,Healthcare,Healthcare,China,True,M
Nicola Bulgari,85.0,2450.17,Fashion & Retail,Fashion & Retail,Italy,False,M
Wee Ee Lim,64.0,2446.42,Finance & Investments,Finance & Investments,Singapore,False,M
Riaz Valani,49.0,2446.3,Finance & Investments,Finance & Investments,United States,True,M
