name,age,net_worth_million_usd,industry,industries,country,self_made,gender
Yang Yuanqing,61.0,1333.03,Technology,Technology,China,True,M
George Raymond Zage III,56.0,1332.62,Finance & Investments,Finance & Investments,Singapore,True,M
Stefan Kaluzny,59.0,1331.97,Finance & Investments,Finance & Investments,United States,True,M
Cao Jianwei,47.0,1329.5,Manufacturing,Manufacturing,China,True,M
Andrei Molchanov,54.0,1329.48,Construction & Engineering,Construction & Engineering,Russia,True,M
Nikolay Fartushnyak,60.0,1328.93,Fashion & Retail,Fashion & Retail,Russia,True,M
Weng Xianding,64.0,1327.63,Healthcare,Healthcare,China,True,M
Kimbal Musk,53.0,1327.24,Automotive,Automotive,United States,True,M
Shivratan Agarwal,74.0,1326.53,Food & Beverage,Food & Beverage,India,True,M
Boris Rotenberg,69.0,1326.39,Construction & Engineering,Construction & Engineering,Russia,True,M
Femi Otedola,63.0,1326.21,Energy,Energy,Nigeria,True,M
Mikhail Fedyaev,63.0,1324.6,Diversified,Diversified,Russia,True,M
Frank Holding Jr,64.0,1324.43,Finance & Investments,Finance & Investments,United States,False,M
Ravi Modi,49.0,1324.02,Fashion & Retail,Fashion & Retail,India,True,M
Bahari Karim,64.0,1323.03,Manufacturing,Manufacturing,Indonesia,False,M
Burhan Karim,66.0,1323.03,Manufacturing,Manufacturing,Indonesia,False,M
Vicente Boluda Fos,71.0,1322.58,Logistics,Logistics,Spain,False,M
Aerin Lauder,56.0,1321.94,Fashion & Retail,Fashion & Retail,United States,False,F
Mustafa Latif Topbas,82.0,1321.71,Fashion & Retail,Fashion & Retail,Turkey,True,M
Xiong Haitao,62.0,1321.4,Manufacturing,Manufacturing,China,True,F
Kokuei Yuan,51.0,1320.69,Finance & Investments,Finance & Investments,Japan,True,M
Eduardo Costantini,79.0,1320.44,Real Estate,Real Estate,Argentina,True,M
Hou Juncheng,61.0,1319.76,Healthcare,Healthcare,China,True,M
Sara Blakely,55.0,1319.05,Fashion & Retail,Fashion & Retail,United States,True,F
Ajlan bin Abdulaziz Al-Ajlan,65.0,1318.86,Diversified,Diversified,Saudi Arabia,False,M
Polys Haji-Ioannou,66.0,1318.05,Service,Service,Cyprus,False,M
Evangelos Mytilineos,72.0,1316.6,Energy,Energy,Greece,True,M
Ma Fei,58.0,1316.27,Technology,Technology,China,True,M
Mark Dixon,66.0,1316.16,Real Estate,Real Estate,United Kingdom,True,M
Elena Baturina,63.0,1315.8,Construction & Engineering,Construction & Engineering,Russia,True,F
Nobutada Saji,80.0,1315.47,Food & Beverage,Food & Beverage,Japan,False,M
Richard Kayne,80.0,1315.0,Finance & Investments,Finance & Investments,United States,True,M
Andrei Kuzyaev,60.0,1314.78,Telecom,Telecom,Russia,True,M
Dong Fan,,1312.88,Healthcare,Healthcare,China,True,M
Lyudmila Kogan,60.0,1312.73,Finance & Investments,Finance & Investments,Russia,False,F
Wu Bo,71.0,1312.38,Manufacturing,Manufacturing,China,True,M
Karen Virginia Beckmann Legoretta,,1311.99,Food & Beverage,Food & Beverage,Mexico,False,F
Ryan Graves,42.0,1311.3,Technology,Technology,United States,True,M
Jorge Gallardo Ballart,84.0,1310.57,Healthcare,Healthcare,Spain,False,M
Bina Chhabria,68.0,1310.42,Food & Beverage,Food & Beverage,India,False,F
Michael Cagney,55.0,1310.12,Technology,Technology,United States,True,M
Chris Wanstrath,41.0,1310.0,Technology,Technology,United States,True,M
Mark Kurtser,68.0,1309.98,Healthcare,Healthcare,Russia,True,M
Larry Fink,73.0,1309.52,Finance & Investments,Finance & Investments,United States,True,M
Vinod Saraf,73.0,1309.25,Manufacturing,Manufacturing,India,True,M
Geng Diangen,69.0,1307.48,Technology,Technology,China,True,M
Yuri Karptsov,62.0,1306.86,Fashion & Retail,Fashion & Retail,Russia,True,M
He Zhaoxi,52.0,1305.74,Technology,Technology,China,True,M
Bruce Beal Jr,56.0,1304.95,Real Estate,Real Estate,United States,True,M
Zhang Jianhui,48.0,1304.89,Energy,Energy,China,True,M
Yang Ying & family,63.0,1303.17,Healthcare,Healthcare,China,True,F
David Kong,71.0,1301.08,Service,Service,Malaysia,True,M
Aman Sanger,25.0,1300.0,Technology,Technology,United States,True,M
Arvid Lunnemark,26.0,1300.0,Technology,Technology,Sweden,True,M
Francesco Patarnello,40.0,1300.0,Technology,Technology,Italy,True,M
Luana Lopes Lara,29.0,1300.0,Finance & Investments,Finance & Investments,Brazil,True,F
Luca Querella,38.0,1300.0,Technology,Technology,Italy,True,M
Matteo Danieli,41.0,1300.0,Technology,Technology,Italy,True,M
Michael Truell,25.0,1300.0,Technology,Technology,United States,True,M
Steven Hao,30.0,1300.0,Technology,Technology,United States,True,M
Sualeh Asif,26.0,1300.0,Technology,Technology,Pakistan,True,M
Tarek Mansour,29.0,1300.0,Finance & Investments,Finance & Investments,United States,True,M
Ge Tairong,69.0,1299.49,Manufacturing,Manufacturing,China,True,M
Kurt Krieger,78.0,1297.24,Fashion & Retail,Fashion & Retail,Germany,True,M
Frederic Luddy,71.0,1296.82,Technology,Technology,United States,True,M
Chey Ki-won,61.0,1295.28,Technology,Technology,South Korea,False,F
Zhao Hongfei,51.0,1295.27,Technology,Technology,China,True,M
Irfan Razack,72.0,1294.88,Real Estate,Real Estate,India,False,M
Noaman Razack,68.0,1294.87,Real Estate,Real Estate,India,False,M
Rezwan Razack,71.0,1294.87,Real Estate,Real Estate,India,False,M
Michael Tojner,60.0,1294.76,Manufacturing,Manufacturing,Austria,True,M
J. Wayne Weaver,90.0,1294.7,Diversified,Diversified,United States,True,M
Michael Andlauer,61.0,1293.73,Logistics,Logistics,Canada,True,M
Aluru Jagadish Prasad,80.0,1293.1,Manufacturing,Manufacturing,India,True,M
Martin Moller Nielsen,61.0,1292.5,Logistics,Logistics,Denmark,True,M
David Feffer,69.0,1291.29,Manufacturing,Manufacturing,Brazil,False,M
Hugo Ribeiro & family,73.0,1290.83,Food & Beverage,Food & Beverage,Brazil,False,M
Zhong Sheng Jian,68.0,1290.53,Real Estate,Real Estate,Singapore,True,M
Michael Krasny,72.0,1290.0,Technology,Technology,United States,True,M
Thomas Mueller,65.0,1289.0,Technology,Technology,United States,True,M
Marcus Pürner,59.0,1288.85,Manufacturing,Manufacturing,Germany,True,M
Jin Lei & family,71.0,1288.66,Healthcare,Healthcare,China,True,M
William Heinecke,76.0,1288.49,Real Estate,Real Estate,Thailand,True,M
Huang Yimeng,44.0,1286.57,Media & Entertainment,Media & Entertainment,China,True,M
Christoph Zeller,68.0,1286.53,Healthcare,Healthcare,Liechtenstein,False,M
Réal Plourde,75.0,1285.43,Fashion & Retail,Fashion & Retail,Canada,True,M
Carolin Hachenberg,41.0,1285.35,Automotive,Automotive,Germany,False,F
Christian Hymer,40.0,1285.35,Automotive,Automotive,Germany,False,M
Howard Huang,46.0,1284.35,Manufacturing,Manufacturing,China,True,M
Chang Kuo-Ming,68.0,1283.68,Logistics,Logistics,Taiwan,False,M
Thomas Bailey,89.0,1282.6,Finance & Investments,Finance & Investments,United States,True,M
Lev Kvetnoi,60.0,1282.47,Finance & Investments,Finance & Investments,Russia,True,M
Igor Yakovlev,60.0,1282.36,Fashion & Retail,Fashion & Retail,Russia,True,M
Ni Yongpei & family,74.0,1280.7,Food & Beverage,Food & Beverage,China,True,M
Xu Yuejuan,64.0,1280.27,Manufacturing,Manufacturing,China,True,F
Jose Luis Rubiralta,51.0,1279.59,Healthcare,Healthcare,Spain,False,M
Marc Rubiralta,42.0,1279.59,Healthcare,Healthcare,Spain,False,M
Xavier Rubiralta,46.0,1279.59,Healthcare,Healthcare,Spain,False,M
Tsao Ter-fung,79.0,1279.06,Food & Beverage,Food & Beverage,Taiwan,True,M
Mike Speiser,55.0,1278.51,Technology,Technology,United States,True,M
Ron Shaich,72.0,1278.04,Food & Beverage,Food & Beverage,United States,True,M
Wang Shih-Chung,64.0,1277.36,Manufacturing,Manufacturing,Taiwan,True,M
Satya Nadella,58.0,1276.52,Technology,Technology,United States,True,M
Alexander Klyachin,58.0,1275.67,Real Estate,Real Estate,Russia,True,M
Lee Sang-hoon,63.0,1274.64,Healthcare,Healthcare,United States,True,M
Lin Zhixiong & family,52.0,1273.59,Healthcare,Healthcare,China,True,M
Zhu Jiangming,59.0,1273.52,Manufacturing,Manufacturing,China,True,M
Ma Hong,55.0,1272.85,Manufacturing,Manufacturing,China,True,M
Peng Qian,51.0,1270.29,Manufacturing,Manufacturing,China,True,M
Elizabeth Sy,73.0,1268.35,Diversified,Diversified,Philippines,False,F
Timothy Headington,76.0,1267.28,Energy,Energy,United States,False,M
Wu Kaiting,56.0,1263.91,Telecom,Telecom,Hong Kong,True,M
Yuan Zhimin & family,65.0,1262.99,Manufacturing,Manufacturing,China,True,M
Lu Bin,65.0,1261.51,Manufacturing,Manufacturing,China,True,M
John Coustas,69.0,1260.12,Logistics,Logistics,Greece,False,M
Wang Baoqing,68.0,1260.05,Manufacturing,Manufacturing,China,True,M
Roman Avdeev,58.0,1260.0,Finance & Investments,Finance & Investments,Russia,True,M
Grigory Anikeev,54.0,1259.08,Food & Beverage,Food & Beverage,Russia,True,M
He Zuxun,60.0,1258.94,Food & Beverage,Food & Beverage,China,True,M
Tianqiao Chen,52.0,1258.51,Technology,Technology,China,True,M
Arthur Levine,74.0,1257.0,Finance & Investments,Finance & Investments,United States,True,M
Lauren Leichtman,76.0,1257.0,Finance & Investments,Finance & Investments,United States,True,F
Taavet Hinrikus,43.0,1254.7,Finance & Investments,Finance & Investments,Estonia,True,M
Joe Kiani,61.0,1254.12,Healthcare,Healthcare,United States,True,M
Gregory Bentley & family,70.0,1253.13,Technology,Technology,United States,True,M
Ruben Vardanyan & family,57.0,1252.37,Finance & Investments,Finance & Investments,Armenia,True,M
Mohammed Ibrahim,79.0,1251.0,Telecom,Telecom,United Kingdom,True,M
Dieter Müller,71.0,1250.29,Real Estate,Real Estate,Germany,True,M
James Jannard,76.0,1250.0,Fashion & Retail,Fashion & Retail,United States,True,M
Jiang Zhaobai,62.0,1248.6,Real Estate,Real Estate,China,True,M
Derek Stevens,58.0,1248.23,Gambling & Casinos,Gambling & Casinos,United States,False,M
Kazim Turker,72.0,1247.86,Energy,Energy,Turkey,True,M
Nancy Lerner,65.0,1247.01,Finance & Investments,Finance & Investments,United States,False,F
Lim Kaling,62.0,1246.28,Media & Entertainment,Media & Entertainment,Singapore,True,M
Cheng Zhangwen,61.0,1246.17,Manufacturing,Manufacturing,China,True,M
Wu Zhongyi,52.0,1244.38,Technology,Technology,China,True,M
Li Guoqing,56.0,1242.28,Manufacturing,Manufacturing,China,True,M
Randolph Lerner,64.0,1241.27,Finance & Investments,Finance & Investments,United States,False,M
Habil Khorakiwala,83.0,1240.01,Healthcare,Healthcare,India,False,M
Norma Lerner,90.0,1239.92,Finance & Investments,Finance & Investments,United States,False,F
Kamlesh Jain,57.0,1238.82,Metals & Mining,Metals & Mining,India,True,M
Jitendra Mohan,52.0,1238.73,Technology,Technology,United States,True,M
Holger Timm,69.0,1238.61,Finance & Investments,Finance & Investments,Germany,True,M
Rick Smith,55.0,1238.29,Technology,Technology,United States,True,M
Zhou Wen & family,61.0,1237.91,Manufacturing,Manufacturing,China,True,M
Xi Chao,67.0,1237.88,Manufacturing,Manufacturing,China,True,M
Qian Ying,60.0,1236.69,Food & Beverage,Food & Beverage,China,True,F
Sanjay Gajendra,51.0,1236.41,Technology,Technology,United States,True,M
Boris Nuraliev,67.0,1235.93,Technology,Technology,Russia,True,M
Ahmed Afif Topbas,84.0,1235.49,Fashion & Retail,Fashion & Retail,Turkey,False,M
Clemens Toennies,69.0,1233.93,Food & Beverage,Food & Beverage,Germany,True,M
Daniel Hager,54.0,1233.93,Construction & Engineering,Construction & Engineering,Germany,False,M
Philip & family Hager,55.0,1233.93,Construction & Engineering,Construction & Engineering,Germany,False,M
Robert Toennies,47.0,1233.93,Food & Beverage,Food & Beverage,Germany,False,M
Daniel Feffer,66.0,1232.56,Manufacturing,Manufacturing,Brazil,False,M
Cao Yuhua & family,71.0,1231.82,Automotive,Automotive,China,True,M
Dorle Hager,61.0,1231.6,Construction & Engineering,Construction & Engineering,Germany,False,F
Evi Hager,63.0,1231.6,Construction & Engineering,Construction & Engineering,Germany,False,F
Peter Hager,65.0,1231.6,Construction & Engineering,Construction & Engineering,Germany,False,M
Hartati Murdaya,79.0,1229.17,Diversified,Diversified,Indonesia,True,F
Yuan Jiandong & family,,1228.83,Healthcare,Healthcare,China,True,M
Ibrahim Erdemoglu,63.0,1228.19,Manufacturing,Manufacturing,Turkey,True,M
Chen Guodong,60.0,1227.87,Fashion & Retail,Fashion & Retail,China,True,M
Cheah Cheng Hye,72.0,1227.16,Finance & Investments,Finance & Investments,Malaysia,True,M
Nigel Austin,55.0,1227.12,Fashion & Retail,Fashion & Retail,Australia,True,M
Zhou Zongwen & family,69.0,1227.0,Fashion & Retail,Fashion & Retail,China,True,M
Eric Ya Shen,55.0,1226.57,Technology,Technology,China,True,M
Ben Francis,33.0,1226.19,Fashion & Retail,Fashion & Retail,United Kingdom,True,M
Isabel-Ulrike Hager,40.0,1225.75,Construction & Engineering,Construction & Engineering,Germany,False,F
Tony Townley,63.0,1224.8,Food & Beverage,Food & Beverage,United States,True,M
Huang Jian,59.0,1224.57,Manufacturing,Manufacturing,China,True,M
J. Christopher Flowers,68.0,1224.37,Finance & Investments,Finance & Investments,United States,True,M
Jeffrey Lorberbaum,71.0,1224.23,Manufacturing,Manufacturing,United States,False,M
Kim Taek-jin,59.0,1222.97,Media & Entertainment,Media & Entertainment,South Korea,True,M
Kenzo Tsujimoto,85.0,1222.64,Media & Entertainment,Media & Entertainment,Japan,True,M
Pat Neal,77.0,1222.51,Real Estate,Real Estate,United States,True,M
Oleg Misevra,58.0,1221.67,Metals & Mining,Metals & Mining,Russia,True,M
Michael Kum,81.0,1221.51,Real Estate,Real Estate,Singapore,True,M
Simona Giorgetta,48.0,1221.5,Construction & Engineering,Construction & Engineering,Italy,False,F
Nicholas Woodman,50.0,1220.28,Technology,Technology,United States,True,M
Gary Tharaldson,80.0,1220.1,Real Estate,Real Estate,United States,True,M
Ruben Feffer,,1218.86,Manufacturing,Manufacturing,Brazil,False,M
Jacques Merceron-Vicat & family,88.0,1218.26,Construction & Engineering,Construction & Engineering,France,False,M
Kim Hyoung-nyon,50.0,1218.13,Finance & Investments,Finance & Investments,South Korea,True,M
Paul Sciarra,45.0,1216.95,Technology,Technology,United States,True,M
J.K. Rowling,60.0,1216.0,Media & Entertainment,Media & Entertainment,United Kingdom,True,F
Jeff Sprecher,71.0,1215.43,Finance & Investments,Finance & Investments,United States,True,M
Xu Wanmao,81.0,1215.02,Service,Service,China,True,M
Shen Jinhua,59.0,1214.43,Fashion & Retail,Fashion & Retail,China,True,M
Alexander Mamut & family,66.0,1212.77,Finance & Investments,Finance & Investments,Russia,True,M
Huang Shanbing & family,69.0,1212.77,Technology,Technology,China,True,M
Ye Shanqun & family,77.0,1212.46,Manufacturing,Manufacturing,China,True,M
Tan Lili,,1212.42,Food & Beverage,Food & Beverage,China,True,F
Rui Chen,48.0,1212.3,Media & Entertainment,Media & Entertainment,China,True,M
Sheila Johnson,77.0,1211.98,Media & Entertainment,Media & Entertainment,United States,True,F
John Lim,69.0,1211.84,Real Estate,Real Estate,Singapore,True,M
Zhu Weisong,44.0,1211.45,Media & Entertainment,Media & Entertainment,China,True,M
Vera Rechulski Santo Domingo,77.0,1211.28,Food & Beverage,Food & Beverage,Brazil,False,F
Lia Maria Aguiar,88.0,1211.2,Finance & Investments,Finance & Investments,Brazil,False,F
David Humphreys & family,69.0,1209.93,Manufacturing,Manufacturing,United States,False,M
Sarah Humphreys Atkins & family,68.0,1209.93,Manufacturing,Manufacturing,United States,False,F
Giuliana Caprotti,85.0,1209.88,Food & Beverage,Food & Beverage,Italy,False,F
Marina Caprotti,48.0,1209.88,Food & Beverage,Food & Beverage,Italy,False,F
Wang Chou-hsiong,85.0,1209.8,Manufacturing,Manufacturing,Taiwan,True,M
Jonas Kamprad,60.0,1208.38,Finance & Investments,Finance & Investments,Sweden,False,M
Mathias Kamprad,56.0,1208.38,Finance & Investments,Finance & Investments,Sweden,False,M
Peter Kamprad,62.0,1208.38,Finance & Investments,Finance & Investments,Sweden,False,M
Lin Zhijun,50.0,1207.85,Healthcare,Healthcare,China,True,M
Pedro Grendene Bartelle,76.0,1207.71,Fashion & Retail,Fashion & Retail,Brazil,True,M
Maxim Tebar,25.0,1206.92,Manufacturing,Manufacturing,Germany,False,M
Jean-Marc Chapus,67.0,1206.5,Finance & Investments,Finance & Investments,United States,True,M
Zhong Huaijun,61.0,1206.01,Food & Beverage,Food & Beverage,China,True,M
Bastian Nominacher,41.0,1206.0,Technology,Technology,Germany,True,M
Andrew MacMillan,38.0,1205.68,Food & Beverage,Food & Beverage,United States,False,M
Anne Pedrero,57.0,1205.68,Food & Beverage,Food & Beverage,United States,False,F
Christopher MacMillan,40.0,1205.68,Food & Beverage,Food & Beverage,United States,False,M
Daniel MacMillan,43.0,1205.68,Food & Beverage,Food & Beverage,United States,False,M
David MacMillan,71.0,1205.68,Food & Beverage,Food & Beverage,United States,False,M
Donald MacMillan,56.0,1205.68,Food & Beverage,Food & Beverage,United States,False,M
John H. MacMillan IV IV,73.0,1205.68,Food & Beverage,Food & Beverage,United States,False,M
Kate MacMillan Reed,68.0,1205.68,Food & Beverage,Food & Beverage,United States,False,F
Sandra MacMillan Kirkpatrick,53.0,1205.68,Food & Beverage,Food & Beverage,United States,False,F
Wang Wenyin,58.0,1205.47,Metals & Mining,Metals & Mining,China,True,M
James Truchard,82.0,1205.37,Technology,Technology,United States,True,M
Junro Ito,67.0,1204.31,Fashion & Retail,Fashion & Retail,Japan,False,M
Yvonne Lo,81.0,1203.81,Fashion & Retail,Fashion & Retail,Hong Kong,False,F
Jeff Tangney,53.0,1203.23,Healthcare,Healthcare,United States,True,M
Liu Xiucai & family,69.0,1203.11,Manufacturing,Manufacturing,United States,True,M
Kenneth Lo,87.0,1202.24,Fashion & Retail,Fashion & Retail,United Kingdom,False,M
Ken Kendrick,82.0,1202.19,Sports,Sports,United States,True,M
Hajime Satomi,84.0,1201.22,Gambling & Casinos,Gambling & Casinos,Japan,True,M
Jorge Feffer & family,61.0,1201.09,Manufacturing,Manufacturing,Brazil,False,M
Hyuntae Kim,50.0,1200.25,Healthcare,Healthcare,South Korea,True,M
Danilo Iervolino,48.0,1199.03,Technology,Technology,Italy,True,M
Kochouseph Chittilappilly,75.0,1198.4,Manufacturing,Manufacturing,India,True,M
Leyla Tara Suyabatmaz,59.0,1198.17,Construction & Engineering,Construction & Engineering,Turkey,False,F
Yasemin Zeynep Keyman,65.0,1198.17,Construction & Engineering,Construction & Engineering,Turkey,False,F
Michael Dunlap & family,62.0,1197.45,Finance & Investments,Finance & Investments,United States,True,M
Michael Gans & family,62.0,1195.49,Diversified,Diversified,Luxembourg,False,M
Sanjeev Shah,62.0,1194.94,Food & Beverage,Food & Beverage,India,False,M
Wen Pengcheng & family,63.0,1194.39,Food & Beverage,Food & Beverage,China,True,M
Axel Oberwelland & family,59.0,1193.16,Food & Beverage,Food & Beverage,Germany,False,M
Edouard Carmignac,78.0,1193.05,Finance & Investments,Finance & Investments,France,True,M
Zhang Xin,60.0,1191.59,Real Estate,Real Estate,China,True,F
Tang Ye,44.0,1190.16,Technology,Technology,China,True,M
Daniela Grogg,,1190.11,Healthcare,Healthcare,Switzerland,False,F
Nicole Grogg-Hotzer & family,53.0,1190.11,Healthcare,Healthcare,Switzerland,False,F
Su Qingcan,57.0,1189.9,Healthcare,Healthcare,China,True,M
Thomas Sandell,65.0,1189.62,Finance & Investments,Finance & Investments,Sweden,True,M
Lee Ho-jin,63.0,1188.72,Diversified,Diversified,South Korea,False,M
Jiang Xuefei & family,56.0,1188.26,Technology,Technology,China,True,M
Benjamin Zhengmin Pan & family,56.0,1187.05,Technology,Technology,China,True,M
Gao Yi & family,57.0,1187.01,Healthcare,Healthcare,China,True,M
Clelia Haji-Ioannou,55.0,1185.42,Service,Service,Cyprus,False,F
Hisako Yamamoto,,1185.27,Fashion & Retail,Fashion & Retail,Japan,False,F
